parameter_id,IMPC_OFD_016_001
gene_symbol,Snap23
gene_accession_id,MGI:109356
analysis_id,v7540p6uo9h5j04
pvalue,0.3870129
parameter_name,Center permanence time
mouse_life_stage,Middle aged adult
mouse_strain,C57BL
