gene_symbol,Ahcy
parameter_id,IMPC_ACS_006_001
mouse_strain,C57BL
gene_accession_id,MGI:87968
analysis_id,oja31852n4c23ac
parameter_name,Response amplitude - S
pvalue,0.2341291
mouse_life_stage,E9.5
