parameter_id,IMPC_DXA_003_001
mouse_life_stage,Early adult
mouse_strain,C57BL
pvalue,0.3860221
gene_accession_id,MGI:3522699
parameter_name,Lean mass
gene_symbol,Trpa1
analysis_id,w73090m42rtn285
