gene_symbol,Zmynd8
gene_accession_id,MGI:1918025
pvalue,0.108539
analysis_id,cz7xcxh5jl0oofa
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,JAX_ROT_002_001
parameter_name,Average duration
