parameter_id,HRWLLA_OFD_013_001
mouse_life_stage,Early adult
pvalue,0.06167621
gene_symbol,Dnajc5b
gene_accession_id,MGI:1913576
mouse_strain,C57BL
parameter_name,Periphery average speed
analysis_id,78183tndg37o88w
