parameter_name,Creatinine
mouse_strain,C57BL
parameter_id,IMPC_CBC_005_001
mouse_life_stage,Early adult
gene_symbol,Dmap1
analysis_id,h0r7qx3c4500qyl
pvalue,0.9631042
gene_accession_id,MGI:1913483
