mouse_life_stage,Late adult
parameter_name,Tremor
gene_symbol,Frmpd1
parameter_id,IMPC_CSD_030_001
pvalue,0.1966394
analysis_id,v478w9kjtq23x4a
mouse_strain,C57BL
gene_accession_id,MGI:2446274
