parameter_id,MGP_BMI_006_001
mouse_strain,C57BL
mouse_life_stage,Early adult
pvalue,0.8881124
analysis_id,143x682rgcyl1v9
gene_accession_id,MGI:1916846
gene_symbol,Ap5s1
parameter_name,Immature B cells (Hardy fraction E) - % of B220+
