mouse_life_stage,Early adult
gene_accession_id,MGI:1917226
analysis_id,c46tka94o39b09t
parameter_name,Mean left eye lens density
gene_symbol,Galk2
parameter_id,IMPC_EYE_056_001
pvalue,0.2306083
mouse_strain,C57BL
