mouse_life_stage,Middle aged adult
analysis_id,50pk4u845u6303l
pvalue,0.6204517
gene_symbol,Plcb1
parameter_id,IMPC_IPG_011_001
parameter_name,Initial response to glucose challenge
mouse_strain,C57BL
gene_accession_id,MGI:97613
