parameter_id,HMGULA_CBC_015_001
parameter_name,Total cholesterol
gene_accession_id,MGI:2444114
mouse_strain,C58BL
mouse_life_stage,Early adult
analysis_id,4aahd1r449620k9
pvalue,0.5814712
gene_symbol,Zcchc2
