parameter_id,JAX_OFD_021_001
pvalue,0.3729762
mouse_strain,C57BL
analysis_id,73v4xcrep9e17h5
mouse_life_stage,Late adult
parameter_name,Number of rears - total
gene_accession_id,MGI:2441730
gene_symbol,Tbl1xr1
