gene_symbol,Fgb
parameter_id,IMPC_OFD_020_001
pvalue,0.6364701
gene_accession_id,MGI:99501
analysis_id,5gip7m08j23h6uz
mouse_strain,C57BL
mouse_life_stage,E12.5
parameter_name,Distance travelled - total
