parameter_name,Lean/Body weight
parameter_id,ESLIM_005_001_702
pvalue,0.6094386
gene_symbol,Rufy4
mouse_life_stage,Early adult
gene_accession_id,MGI:3588214
mouse_strain,C57BL
analysis_id,5i302u189nehrjy
