gene_symbol,Arpc2
parameter_name,Total bilirubin
mouse_strain,129SV
analysis_id,2l2x7q49ql0i11p
pvalue,0.05281601
parameter_id,IMPC_CBC_008_001
gene_accession_id,MGI:1923959
mouse_life_stage,Early adult
