gene_symbol,Mecom
mouse_strain,C3H
parameter_id,MGP_IMM_014_001
parameter_name,Effector CD8+ T cells - % of CD8+
gene_accession_id,MGI:95457
pvalue,0.8937683
mouse_life_stage,Early adult
analysis_id,h821l003t77tw73
