gene_symbol,Slc39a10
mouse_strain,C57BL
pvalue,0.5890249
analysis_id,052m74450hd6ork
gene_accession_id,MGI:1914515
parameter_id,ESLIM_008_001_001
mouse_life_stage,E9.5
parameter_name,Body position
