gene_symbol,Hpca
pvalue,0.9973871
parameter_id,IMPC_EYE_092_002
mouse_life_stage,Middle aged adult
parameter_name,Retina (combined)
analysis_id,x47tf1993j5690k
gene_accession_id,MGI:1336200
mouse_strain,C57BL
