mouse_life_stage,Middle aged adult
parameter_name,KLRG1+ gd T cells - % of gd T cells
parameter_id,MGP_MLN_021_001
gene_accession_id,MGI:2446186
analysis_id,cyhv8tas10c2dyc
pvalue,0.8857742
mouse_strain,C57BL
gene_symbol,Lpgat1
