gene_symbol,Cntfr
mouse_life_stage,Early adult
mouse_strain,129SV
gene_accession_id,MGI:99605
pvalue,0.1533098
analysis_id,3489x68i15c110n
parameter_id,MGP_IMM_006_001
parameter_name,Effector CD4+ T helper cells - % of CD4+ T helper cells
