gene_symbol,Eprs1
gene_accession_id,MGI:97838
mouse_strain,C57BL
pvalue,0.4867027
parameter_id,ESLIM_005_001_702
analysis_id,8k9y0f7t7d1kf3e
parameter_name,Lean/Body weight
mouse_life_stage,E12.5
