parameter_id,HRWLLA_OFD_007_001
gene_accession_id,MGI:1919935
parameter_name,Whole arena resting time
pvalue,0.8382221
analysis_id,eq22p07qsu5dktb
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_symbol,Dnajc6
