parameter_id,IMPC_CBC_001_001
mouse_strain,C57BL
analysis_id,ivdwo7bq19u10q2
gene_symbol,Tatdn3
mouse_life_stage,Early adult
pvalue,0.5185315
gene_accession_id,MGI:1916222
parameter_name,Sodium
