mouse_life_stage,Late adult
gene_symbol,Frmpd1
parameter_id,IMPC_ECG_008_001
mouse_strain,C57BL
pvalue,0.8426138
gene_accession_id,MGI:2446274
parameter_name,ST
analysis_id,zq44es944s02xvx
