gene_symbol,Zyg11b
mouse_life_stage,Early adult
analysis_id,v25r462c1n42c5g
parameter_name,18kHz-evoked ABR Threshold
parameter_id,IMPC_ABR_008_001
pvalue,0.851751
mouse_strain,C57BL
gene_accession_id,MGI:2685277
