gene_symbol,Snap23
mouse_life_stage,Middle aged adult
parameter_id,HRWLLA_FEA_015_001
parameter_name,Cue Baseline % Freezing Time
mouse_strain,C57BL
analysis_id,6o38zwr6i9ta24q
gene_accession_id,MGI:109356
pvalue,0.4047665
