parameter_id,IMPC_EYE_023_001
analysis_id,avg64o8e4n1dkt0
mouse_strain,C57BL
gene_symbol,Lpgat1
pvalue,0.7781315
mouse_life_stage,Early adult
gene_accession_id,MGI:2446186
parameter_name,Optic Disc
