gene_symbol,Dcaf12
gene_accession_id,MGI:1916220
pvalue,0.6096285
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_name,Aspartate aminotransferase
parameter_id,IMPC_CBC_012_001
analysis_id,55m5m3556pcpo40
