gene_symbol,Sass6
mouse_life_stage,E9.5
parameter_name,NK Subsets (Q2)
mouse_strain,C57BL
analysis_id,27f2vsztz74nk9w
pvalue,0.7536416
gene_accession_id,MGI:1920026
parameter_id,IMPC_IMM_055_001
