gene_symbol,Tiprl
gene_accession_id,MGI:1915087
analysis_id,v4338697yy26mnw
mouse_strain,C57BL
mouse_life_stage,Early adult
pvalue,0.7350408
parameter_name,Follicular B cells - % of CD45+
parameter_id,MGP_IMM_112_001
