gene_symbol,Slc2a8
analysis_id,73j74dk40nr8194
gene_accession_id,MGI:1860103
parameter_name,Ulna
mouse_strain,C57BL
pvalue,0.3810875
mouse_life_stage,Early adult
parameter_id,IMPC_XRY_023_001
