gene_symbol,Mecom
analysis_id,n7742gn1464qfje
mouse_life_stage,Early adult
gene_accession_id,MGI:95457
parameter_id,HRWLLA_GRS_010_001
mouse_strain,C3H
pvalue,0.9817872
parameter_name,Forelimb grip strength normalised against body weight
