gene_symbol,Bcs1l
parameter_name,Sacral processes
gene_accession_id,MGI:1914071
parameter_id,IMPC_XRY_066_001
pvalue,0.5071416
mouse_strain,C57BL
mouse_life_stage,E12.5
analysis_id,13c64m4cegfs2bg
