parameter_id,HMGULA_CBC_005_001
mouse_life_stage,Early adult
pvalue,0.9227474
mouse_strain,C57BL
gene_symbol,Psd4
analysis_id,a7bq765755qh0l0
gene_accession_id,MGI:2674093
parameter_name,Creatinine
