parameter_id,JAXLA_CSD_023_001
gene_accession_id,MGI:1915087
gene_symbol,Tiprl
mouse_strain,C57BL
analysis_id,4b015r1cpr8lr3q
pvalue,0.09886842
mouse_life_stage,E9.5
parameter_name,Vibrissae - presence
