Mouse_strain,C57BL
Analysis_id,ybl9hjedq206lb8
Pvalue,0.07480029
Parameter_id,IMPC_IMM_067_001
Gene_accession_id,MGI:1914050
mouse_life_stage,Early adult
parameter_name,Follicular B Cells (CD21/35+)
Gene_symbol,Trp53rkb
