gene_accession_id,MGI:1921688
gene_symbol,Clvs1
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_GEL_006_001
pvalue,0.2739198
parameter_name,Pericardium Morphology
analysis_id,ibp3f85d394200h
