mouse_strain,C57BL
gene_accession_id,MGI:1328306
analysis_id,q48uv3jbtnmcodx
gene_symbol,Orc2
parameter_id,IMPC_CSD_008_001
parameter_name,Coat - color pattern - back
mouse_life_stage,Early adult
pvalue,0.7798752
