mouse_life_stage,Middle aged adult
parameter_id,HMGULA_CBC_017_001
mouse_strain,C57BL
gene_symbol,Slc30a4
gene_accession_id,MGI:1345282
parameter_name,Triglycerides
pvalue,1.481493
analysis_id,4fve07rv2zt3r7k
