gene_symbol,Steap3
mouse_strain,C57BL
pvalue,0.2650722
analysis_id,287zi848qeb6534
parameter_id,MGP_PBI_014_001
gene_accession_id,MGI:1915678
parameter_name,B cell percentage
mouse_life_stage,Early adult
