parameter_id,ESLIM_016_001_005
mouse_life_stage,Early adult
gene_accession_id,MGI:1338022
parameter_name,Mean cell volume
gene_symbol,Opn3
pvalue,0.2927126
mouse_strain,C57BL
analysis_id,xh228bg5x9w794m
