parameter_id,IMPC_GEL_063_001
gene_accession_id,MGI:95576
analysis_id,v60605936bql0tq
parameter_name,Delayed embryonic development
mouse_strain,C57BL
pvalue,0.3502424
gene_symbol,Fpgs
mouse_life_stage,Early adult
