mouse_strain,129SV
gene_symbol,Bpifa3
parameter_id,IMPC_CBC_003_001
analysis_id,r9gtis0366450u0
pvalue,0.9504758
gene_accession_id,MGI:1920638
parameter_name,Chloride
mouse_life_stage,Early adult
