parameter_id,MGP_IMM_014_001
gene_symbol,Toporsl
mouse_life_stage,Early adult
gene_accession_id,MGI:1915524
parameter_name,Effector CD8+ T cells - % of CD8+
pvalue,0.6211065
mouse_strain,C57BL
analysis_id,4yb818o8r9u61d3
