parameter_name,Whole arena resting time
parameter_id,IMPC_OFD_007_001
pvalue,0.9813493
analysis_id,9sc1t4n42m1t75p
mouse_life_stage,Early adult
gene_symbol,Rhbg
mouse_strain,C57BL
gene_accession_id,MGI:1927379
