gene_symbol,Frmpd1
mouse_strain,C57BL
gene_accession_id,MGI:2446274
pvalue,0.7704881
analysis_id,i13xk38gx73lln6
mouse_life_stage,Early adult
parameter_id,M-G-P_026_001_004
parameter_name,Coat colouration
