pvalue,0.8242168
gene_symbol,Pum1
mouse_life_stage,Early adult
parameter_id,M-G-P_005_001_001
mouse_strain,C57BL
gene_accession_id,MGI:1931749
analysis_id,yc6zdi86tt98z15
parameter_name,Weight
