mouse_strain,C57BL
pvalue,0.4613868
mouse_life_stage,Early adult
gene_symbol,Snrpb2
analysis_id,ll83u56g8927468
parameter_name,Eosinophils - % of CD45+
parameter_id,MGP_IMM_125_001
gene_accession_id,MGI:104805
