parameter_id,JAXLA_CSD_022_001
mouse_life_stage,Early adult
gene_accession_id,MGI:88328
parameter_name,Hindlimbs - size
analysis_id,0sf3zxpw1j72ynu
gene_symbol,Tnfsf8
pvalue,0.8379866
mouse_strain,C57BL
