parameter_id,HMGULA_CBC_010_001
pvalue,0.5106139
mouse_life_stage,Early adult
gene_accession_id,MGI:1916043
gene_symbol,Rab3gap2
mouse_strain,C57BL
analysis_id,7d41j6tm6876559
parameter_name,Phosphorus
