parameter_id,ESLIM_011_001_010
parameter_name,PP4 + pulse startle magnitude
pvalue,0.3649881
mouse_strain,C57BL
gene_symbol,Rufy4
gene_accession_id,MGI:3588214
mouse_life_stage,Early adult
analysis_id,815p97kdv7166x1
