gene_symbol,Ints7
mouse_life_stage,E9.5
parameter_id,IMPC_IMM_004_002
gene_accession_id,MGI:1924315
analysis_id,c85t327xy8a3pf0
pvalue,0.1530805
parameter_name,NKT cells (panel A) - % of live leukocytes (Panel A)
mouse_strain,C57BL
