parameter_name,Lens Opacity
gene_symbol,Atg4c
mouse_life_stage,Early adult
parameter_id,UCDLA_EYE_017_001
analysis_id,cfv92egf2yrun13
gene_accession_id,MGI:2651854
pvalue,0.9000159
mouse_strain,C57BL
