gene_symbol,TIPRL
mouse_life_stage,E9.5
gene_accession_id,MGI:1915087
mouse_strain,C57BL
parameter_name,Respiration Rate
pvalue,0.4986784
parameter_id,IMPC_ECH_018_001
analysis_id,d7u7929ma62i5kc
