parameter_id,IMPC_CSD_070_001
gene_accession_id,MGI:2446274
gene_symbol,Frmpd1
mouse_life_stage,Early adult
parameter_name,Lower teeth appearance
pvalue,0.3592908
mouse_strain,C57BL
analysis_id,32031t8chr11x40
