parameter_id,JAXLA_CSD_077_001
gene_symbol,Zyg11b
pvalue,0.2738848
mouse_strain,C57BL
gene_accession_id,MGI:2685277
parameter_name,Contact righting
mouse_life_stage,E18.5
analysis_id,1k4vw4k080sd3kx
