gene_symbol,Pex19
parameter_name,End-Systolic Diameter
pvalue,0.8019311
parameter_id,IMPC_ECH_001_001
mouse_life_stage,Early adult
mouse_strain,C57BL
analysis_id,m9zch445176gkfc
gene_accession_id,MGI:1334458
