mouse_life_stage,Late adult
pvalue,0.781764
analysis_id,yy4g96k35rzuufn
gene_accession_id,MGI:1917604
parameter_id,MGP_IMM_110_001
gene_symbol,Secisbp2l
parameter_name,Transitional 1 B cells - % of CD45+
mouse_strain,C50BL
