gene_symbol,Mapkap1
mouse_life_stage,E15.5
parameter_id,UCD_OWT_008_001
pvalue,0.5103248
gene_accession_id,MGI:2444554
mouse_strain,C57BL
analysis_id,40dmm7u3e7yqgg9
parameter_name,Liver weight
