mouse_strain,129SV
mouse_life_stage,Early adult
gene_symbol,Bpifa3
gene_accession_id,MGI:1920638
parameter_name,% Pre-pulse inhibition - PPI1
parameter_id,IMPC_ACS_033_001
pvalue,0.7389659
analysis_id,60p9927668af3k4
