gene_symbol,Sdcbp2
parameter_name,Thoracic processes
pvalue,0.1618668
parameter_id,IMPC_XRY_064_001
analysis_id,460785f14ht5k44
mouse_life_stage,Early adult
gene_accession_id,MGI:2385156
mouse_strain,C57BL
