gene_symbol,Wars2
parameter_name,PP4 + pulse startle magnitude
mouse_strain,C57BL
parameter_id,ESLIM_011_001_010
mouse_life_stage,Early adult
analysis_id,1m3sdb326k05hy1
gene_accession_id,MGI:1917810
pvalue,0.6815096
