mouse_life_stage,Early adult
gene_symbol,Zmynd8
analysis_id,p3ib90e62985ntk
pvalue,0.5422344
parameter_id,IMPC_DXA_009_001
gene_accession_id,MGI:1918025
mouse_strain,C57BL
parameter_name,Fat/Body weight
