parameter_id,IMPC_GEL_027_001
mouse_life_stage,Early adult
parameter_name,Neural tube closure
mouse_strain,C57BL
gene_symbol,Dcaf12
pvalue,0.2736194
analysis_id,ii6bw83aft808ww
gene_accession_id,MGI:1916220
